Date,State,Confirmed,Deceased,Recovered
01-Apr-20,AN,0,0,0
01-Apr-20,AP,67,0,1
01-Apr-20,AR,0,0,0
01-Apr-20,AS,15,0,0
01-Apr-20,BR,3,0,0
01-Apr-20,CH,2,0,0
01-Apr-20,CT,0,0,0
01-Apr-20,DD,0,0,0
01-Apr-20,DL,32,0,0
01-Apr-20,DN,0,0,0
01-Apr-20,GA,0,0,0
01-Apr-20,GJ,13,0,0
01-Apr-20,HP,0,0,0
01-Apr-20,HR,0,0,10
01-Apr-20,JH,0,0,0
01-Apr-20,JK,7,0,1
01-Apr-20,KA,9,0,1
01-Apr-20,KL,24,0,2
01-Apr-20,LA,0,0,0
01-Apr-20,LD,0,0,0
01-Apr-20,MH,33,3,0
01-Apr-20,ML,0,0,0
01-Apr-20,MN,0,0,0
01-Apr-20,MP,32,1,0
01-Apr-20,MZ,0,0,0
01-Apr-20,NL,0,0,0
01-Apr-20,OR,1,0,1
01-Apr-20,PB,4,0,0
01-Apr-20,PY,2,0,0
01-Apr-20,RJ,27,0,0
01-Apr-20,SK,0,0,0
01-Apr-20,TG,30,3,0
01-Apr-20,TN,110,0,0
01-Apr-20,TR,0,0,0
01-Apr-20,TT,424,9,16
01-Apr-20,UN,0,0,0
01-Apr-20,UP,13,2,0
01-Apr-20,UT,0,0,0
01-Apr-20,WB,0,0,0
01-Jul-20,AN,3,0,5
01-Jul-20,AP,657,6,477
01-Jul-20,AR,4,0,4
01-Jul-20,AS,548,0,184
01-Jul-20,BR,216,5,267
01-Jul-20,CH,6,0,3
01-Jul-20,CT,82,1,53
01-Jul-20,DD,0,0,0
01-Jul-20,DL,2442,61,1644
01-Jul-20,DN,16,0,27
01-Jul-20,GA,72,1,74
01-Jul-20,GJ,675,21,368
01-Jul-20,HP,26,0,42
01-Jul-20,HR,393,4,527
01-Jul-20,JH,35,0,47
01-Jul-20,JK,198,4,134
01-Jul-20,KA,1272,7,145
01-Jul-20,KL,151,1,132
01-Jul-20,LA,17,0,46
01-Jul-20,LD,0,0,0
01-Jul-20,MH,5537,198,2243
01-Jul-20,ML,2,0,0
01-Jul-20,MN,26,0,26
01-Jul-20,MP,268,9,260
01-Jul-20,MZ,0,0,1
01-Jul-20,NL,42,0,14
01-Jul-20,OR,251,1,164
01-Jul-20,PB,100,5,122
01-Jul-20,PY,25,0,29
01-Jul-20,RJ,304,8,354
01-Jul-20,SK,1,0,2
01-Jul-20,TG,1018,7,788
01-Jul-20,TN,3882,63,2852
01-Jul-20,TR,8,0,1
01-Jul-20,TT,19429,438,12064
01-Jul-20,UN,-89,0,0
01-Jul-20,UP,564,21,545
01-Jul-20,UT,66,0,86
01-Jul-20,WB,611,15,398
01-Jun-20,AN,0,0,0
01-Jun-20,AP,105,2,34
01-Jun-20,AR,18,0,0
01-Jun-20,AS,146,0,99
01-Jun-20,BR,138,0,221
01-Jun-20,CH,4,0,15
01-Jun-20,CT,49,0,7
01-Jun-20,DD,0,0,0
01-Jun-20,DL,990,50,268
01-Jun-20,DN,1,0,0
01-Jun-20,GA,2,0,6
01-Jun-20,GJ,423,25,861
01-Jun-20,HP,9,0,2
01-Jun-20,HR,265,1,7
01-Jun-20,JH,26,0,40
01-Jun-20,JK,155,3,19
01-Jun-20,KA,187,1,100
01-Jun-20,KL,57,1,18
01-Jun-20,LA,0,0,0
01-Jun-20,LD,0,0,0
01-Jun-20,MH,2358,76,779
01-Jun-20,ML,1,0,0
01-Jun-20,MN,12,0,0
01-Jun-20,MP,194,8,161
01-Jun-20,MZ,0,0,0
01-Jun-20,NL,0,0,0
01-Jun-20,OR,156,0,119
01-Jun-20,PB,38,-1,13
01-Jun-20,PY,9,0,0
01-Jun-20,RJ,269,5,181
01-Jun-20,SK,0,0,0
01-Jun-20,TG,94,6,63
01-Jun-20,TN,1162,11,413
01-Jun-20,TR,107,0,0
01-Jun-20,TT,7723,201,3882
01-Jun-20,UN,139,0,0
01-Jun-20,UP,286,5,187
01-Jun-20,UT,52,0,120
01-Jun-20,WB,271,8,149
01-May-20,AN,0,0,0
01-May-20,AP,60,2,82
01-May-20,AR,0,0,0
01-May-20,AS,0,0,4
01-May-20,BR,41,1,14
01-May-20,CH,14,0,0
01-May-20,CT,3,0,0
01-May-20,DD,0,0,0
01-May-20,DL,223,2,73
01-May-20,DN,0,0,0
01-May-20,GA,0,0,0
01-May-20,GJ,326,22,123
01-May-20,HP,0,0,2
01-May-20,HR,18,0,6
01-May-20,JH,3,0,2
01-May-20,JK,25,0,31
01-May-20,KA,24,0,22
01-May-20,KL,0,0,9
01-May-20,LA,0,0,0
01-May-20,LD,0,0,0
01-May-20,MH,1008,26,106
01-May-20,ML,0,0,10
01-May-20,MN,0,0,0
01-May-20,MP,90,8,42
01-May-20,MZ,0,0,0
01-May-20,NL,0,0,0
01-May-20,OR,11,0,14
01-May-20,PB,105,0,4
01-May-20,PY,0,0,0
01-May-20,RJ,82,4,223
01-May-20,SK,0,0,0
01-May-20,TG,6,0,22
01-May-20,TN,203,1,54
01-May-20,TR,0,0,0
01-May-20,TT,2396,77,962
01-May-20,UN,0,0,0
01-May-20,UP,117,2,103
01-May-20,UT,0,1,1
01-May-20,WB,37,8,15
02-Apr-20,AN,0,0,0
02-Apr-20,AP,38,0,0
02-Apr-20,AR,1,0,0
02-Apr-20,AS,0,0,0
02-Apr-20,BR,5,0,3
02-Apr-20,CH,1,0,0
02-Apr-20,CT,0,0,1
02-Apr-20,DD,0,0,0
02-Apr-20,DL,141,2,2
02-Apr-20,DN,0,0,0
02-Apr-20,GA,0,0,0
02-Apr-20,GJ,1,1,5
02-Apr-20,HP,3,0,0
02-Apr-20,HR,6,0,0
02-Apr-20,JH,1,0,0
02-Apr-20,JK,8,0,1
02-Apr-20,KA,14,0,2
02-Apr-20,KL,21,0,2
02-Apr-20,LA,0,0,0
02-Apr-20,LD,0,0,0
02-Apr-20,MH,88,8,3
02-Apr-20,ML,0,0,0
02-Apr-20,MN,1,0,0
02-Apr-20,MP,9,2,0
02-Apr-20,MZ,0,0,0
02-Apr-20,NL,0,0,0
02-Apr-20,OR,0,0,0
02-Apr-20,PB,1,1,0
02-Apr-20,PY,2,0,0
02-Apr-20,RJ,13,0,0
02-Apr-20,SK,0,0,0
02-Apr-20,TG,27,0,3
02-Apr-20,TN,75,0,0
02-Apr-20,TR,0,0,0
02-Apr-20,TT,486,14,22
02-Apr-20,UN,0,0,0
02-Apr-20,UP,11,0,0
02-Apr-20,UT,3,0,0
02-Apr-20,WB,16,0,0
02-Jul-20,AN,9,0,1
02-Jul-20,AP,845,5,325
02-Jul-20,AR,37,0,5
02-Jul-20,AS,479,2,275
02-Jul-20,BR,478,5,183
02-Jul-20,CH,4,0,22
02-Jul-20,CT,73,0,59
02-Jul-20,DD,0,0,0
02-Jul-20,DL,2373,61,3015
02-Jul-20,DN,25,0,3
02-Jul-20,GA,95,0,64
02-Jul-20,GJ,681,19,563
02-Jul-20,HP,35,0,15
02-Jul-20,HR,568,11,520
02-Jul-20,JH,60,0,57
02-Jul-20,JK,154,10,118
02-Jul-20,KA,1502,19,271
02-Jul-20,KL,160,0,202
02-Jul-20,LA,1,0,35
02-Jul-20,LD,0,0,0
02-Jul-20,MH,6328,125,8018
02-Jul-20,ML,3,0,1
02-Jul-20,MN,19,0,37
02-Jul-20,MP,245,8,160
02-Jul-20,MZ,2,0,3
02-Jul-20,NL,34,0,15
02-Jul-20,OR,229,2,149
02-Jul-20,PB,116,3,155
02-Jul-20,PY,63,0,30
02-Jul-20,RJ,350,9,374
02-Jul-20,SK,12,0,0
02-Jul-20,TG,1213,8,987
02-Jul-20,TN,4343,57,3095
02-Jul-20,TR,39,0,53
02-Jul-20,TT,21947,378,19999
02-Jul-20,UN,-83,0,0
02-Jul-20,UP,769,17,592
02-Jul-20,UT,37,1,88
02-Jul-20,WB,649,16,509
02-Jun-20,AN,0,0,0
02-Jun-20,AP,115,0,40
02-Jun-20,AR,2,0,0
02-Jun-20,AS,74,0,53
02-Jun-20,BR,151,1,62
02-Jun-20,CH,4,1,0
02-Jun-20,CT,15,1,9
02-Jun-20,DD,0,0,0
02-Jun-20,DL,1298,33,497
02-Jun-20,DN,0,0,0
02-Jun-20,GA,6,0,7
02-Jun-20,GJ,415,29,1114
02-Jun-20,HP,5,0,18
02-Jun-20,HR,296,2,14
02-Jun-20,JH,61,0,0
02-Jun-20,JK,117,2,7
02-Jun-20,KA,388,0,75
02-Jun-20,KL,86,1,19
02-Jun-20,LA,4,1,0
02-Jun-20,LD,0,0,0
02-Jun-20,MH,2287,103,1225
02-Jun-20,ML,2,0,0
02-Jun-20,MN,6,0,3
02-Jun-20,MP,137,6,218
02-Jun-20,MZ,12,0,0
02-Jun-20,NL,6,0,0
02-Jun-20,OR,141,0,80
02-Jun-20,PB,41,2,17
02-Jun-20,PY,0,0,0
02-Jun-20,RJ,273,4,222
02-Jun-20,SK,0,0,0
02-Jun-20,TG,99,4,35
02-Jun-20,TN,1091,13,536
02-Jun-20,TR,48,0,0
02-Jun-20,TT,8812,222,4531
02-Jun-20,UN,784,0,0
02-Jun-20,UP,368,7,146
02-Jun-20,UT,84,2,30
02-Jun-20,WB,396,10,104
02-May-20,AN,0,0,10
02-May-20,AP,62,0,38
02-May-20,AR,0,0,0
02-May-20,AS,0,0,0
02-May-20,BR,15,1,19
02-May-20,CH,6,0,1
02-May-20,CT,0,0,0
02-May-20,DD,0,0,0
02-May-20,DL,384,3,89
02-May-20,DN,0,0,0
02-May-20,GA,0,0,0
02-May-20,GJ,333,26,160
02-May-20,HP,0,0,3
02-May-20,HR,19,1,1
02-May-20,JH,2,0,1
02-May-20,JK,27,0,7
02-May-20,KA,12,3,20
02-May-20,KL,2,0,8
02-May-20,LA,1,0,0
02-May-20,LD,0,0,0
02-May-20,MH,790,36,121
02-May-20,ML,0,0,0
02-May-20,MN,0,0,0
02-May-20,MP,73,6,100
02-May-20,MZ,0,0,0
02-May-20,NL,0,0,0
02-May-20,OR,6,0,1
02-May-20,PB,187,0,4
02-May-20,PY,1,0,0
02-May-20,RJ,106,6,126
02-May-20,SK,0,0,0
02-May-20,TG,17,1,35
02-May-20,TN,231,1,29
02-May-20,TR,2,0,0
02-May-20,TT,2564,92,831
02-May-20,UN,0,0,0
02-May-20,UP,159,1,44
02-May-20,UT,2,0,2
02-May-20,WB,127,7,12
03-Apr-20,AN,0,0,0
03-Apr-20,AP,15,1,0
03-Apr-20,AR,0,0,0
03-Apr-20,AS,7,0,0
03-Apr-20,BR,2,0,0
03-Apr-20,CH,0,0,0
03-Apr-20,CT,0,0,0
03-Apr-20,DD,0,0,0
03-Apr-20,DL,93,2,0
03-Apr-20,DN,0,0,0
03-Apr-20,GA,1,0,0
03-Apr-20,GJ,7,2,0
03-Apr-20,HP,0,1,0
03-Apr-20,HR,9,0,0
03-Apr-20,JH,0,0,0
03-Apr-20,JK,5,0,0
03-Apr-20,KA,4,1,0
03-Apr-20,KL,9,0,14
03-Apr-20,LA,1,0,0
03-Apr-20,LD,0,0,0
03-Apr-20,MH,64,5,8
03-Apr-20,ML,0,0,0
03-Apr-20,MN,0,0,0
03-Apr-20,MP,47,0,0
03-Apr-20,MZ,0,0,0
03-Apr-20,NL,0,0,0
03-Apr-20,OR,15,0,1
03-Apr-20,PB,6,0,0
03-Apr-20,PY,0,0,0
03-Apr-20,RJ,46,0,0
03-Apr-20,SK,0,0,0
03-Apr-20,TG,75,2,15
03-Apr-20,TN,102,0,0
03-Apr-20,TR,0,0,0
03-Apr-20,TT,560,14,38
03-Apr-20,UN,0,0,0
03-Apr-20,UP,46,0,0
03-Apr-20,UT,6,0,0
03-Apr-20,WB,0,0,0
03-Jul-20,AN,7,0,3
03-Jul-20,AP,837,8,319
03-Jul-20,AR,20,0,4
03-Jul-20,AS,365,0,221
03-Jul-20,BR,426,6,217
03-Jul-20,CH,4,0,4
03-Jul-20,CT,52,0,52
03-Jul-20,DD,0,0,0
03-Jul-20,DL,2520,59,2617
03-Jul-20,DN,50,0,21
03-Jul-20,GA,94,0,38
03-Jul-20,GJ,687,18,340
03-Jul-20,HP,19,0,39
03-Jul-20,HR,494,4,672
03-Jul-20,JH,112,0,13
03-Jul-20,JK,170,4,101
03-Jul-20,KA,1694,21,471
03-Jul-20,KL,211,0,201
03-Jul-20,LA,11,0,47
03-Jul-20,LD,0,0,0
03-Jul-20,MH,6364,198,3515
03-Jul-20,ML,4,0,0
03-Jul-20,MN,37,0,23
03-Jul-20,MP,191,4,234
03-Jul-20,MZ,0,0,1
03-Jul-20,NL,4,0,31
03-Jul-20,OR,561,2,203
03-Jul-20,PB,153,5,122
03-Jul-20,PY,22,1,53
03-Jul-20,RJ,390,10,333
03-Jul-20,SK,1,0,0
03-Jul-20,TG,1892,8,1126
03-Jul-20,TN,4329,64,2357
03-Jul-20,TR,93,0,53
03-Jul-20,TT,22718,444,14417
03-Jul-20,UN,-801,0,0
03-Jul-20,UP,972,14,376
03-Jul-20,UT,64,0,76
03-Jul-20,WB,669,18,534
03-Jun-20,AN,0,0,0
03-Jun-20,AP,180,4,50
03-Jun-20,AR,10,0,0
03-Jun-20,AS,271,0,76
03-Jun-20,BR,230,1,222
03-Jun-20,CH,0,0,0
03-Jun-20,CT,64,0,40
03-Jun-20,DD,0,0,0
03-Jun-20,DL,1513,59,299
03-Jun-20,DN,8,0,0
03-Jun-20,GA,47,0,0
03-Jun-20,GJ,485,30,318
03-Jun-20,HP,14,0,10
03-Jun-20,HR,302,0,20
03-Jun-20,JH,42,0,1
03-Jun-20,JK,139,1,54
03-Jun-20,KA,267,1,111
03-Jun-20,KL,82,0,24
03-Jun-20,LA,9,0,1
03-Jun-20,LD,0,0,0
03-Jun-20,MH,2560,122,996
03-Jun-20,ML,3,0,1
03-Jun-20,MN,19,0,24
03-Jun-20,MP,168,7,224
03-Jun-20,MZ,1,0,0
03-Jun-20,NL,9,0,0
03-Jun-20,OR,143,0,91
03-Jun-20,PB,34,1,12
03-Jun-20,PY,11,0,8
03-Jun-20,RJ,279,6,309
03-Jun-20,SK,1,0,0
03-Jun-20,TG,129,7,30
03-Jun-20,TN,1286,8,610
03-Jun-20,TR,151,0,0
03-Jun-20,TT,9689,259,3789
03-Jun-20,UN,709,0,0
03-Jun-20,UP,141,1,81
03-Jun-20,UT,42,1,7
03-Jun-20,WB,340,10,170
03-May-20,AN,0,0,6
03-May-20,AP,58,0,47
03-May-20,AR,0,0,0
03-May-20,AS,0,0,0
03-May-20,BR,36,0,7
03-May-20,CH,3,1,0
03-May-20,CT,14,0,0
03-May-20,DD,0,0,0
03-May-20,DL,427,0,106
03-May-20,DN,0,0,0
03-May-20,GA,0,0,0
03-May-20,GJ,374,28,146
03-May-20,HP,0,0,1
03-May-20,HR,66,0,3
03-May-20,JH,0,0,5
03-May-20,JK,35,0,33
03-May-20,KA,13,0,22
03-May-20,KL,0,0,1
03-May-20,LA,19,0,0
03-May-20,LD,0,0,0
03-May-20,MH,678,27,115
03-May-20,ML,0,0,0
03-May-20,MN,0,0,0
03-May-20,MP,49,5,174
03-May-20,MZ,0,0,0
03-May-20,NL,0,0,0
03-May-20,OR,2,0,4
03-May-20,PB,330,1,5
03-May-20,PY,0,0,1
03-May-20,RJ,114,3,114
03-May-20,SK,0,0,0
03-May-20,TG,21,0,46
03-May-20,TN,266,1,38
03-May-20,TR,12,0,0
03-May-20,TT,2952,140,911
03-May-20,UN,0,0,0
03-May-20,UP,158,0,56
03-May-20,UT,1,0,0
03-May-20,WB,276,74,-19
04-Apr-20,AN,0,0,0
04-Apr-20,AP,28,0,0
04-Apr-20,AR,0,0,0
04-Apr-20,AS,3,0,0
04-Apr-20,BR,1,0,0
04-Apr-20,CH,0,0,3
04-Apr-20,CT,1,0,0
04-Apr-20,DD,0,0,0
04-Apr-20,DL,59,0,8
04-Apr-20,DN,0,0,0
04-Apr-20,GA,1,0,0
04-Apr-20,GJ,13,1,3
04-Apr-20,HP,7,0,0
04-Apr-20,HR,26,0,1
04-Apr-20,JH,0,0,0
04-Apr-20,JK,17,0,0
04-Apr-20,KA,16,0,0
04-Apr-20,KL,11,0,8
04-Apr-20,LA,0,0,0
04-Apr-20,LD,0,0,0
04-Apr-20,MH,148,6,2
04-Apr-20,ML,0,0,0
04-Apr-20,MN,0,0,0
04-Apr-20,MP,25,3,0
04-Apr-20,MZ,0,0,0
04-Apr-20,NL,0,0,0
04-Apr-20,OR,1,0,0
04-Apr-20,PB,12,0,2
04-Apr-20,PY,0,0,0
04-Apr-20,RJ,27,1,22
04-Apr-20,SK,0,0,0
04-Apr-20,TG,43,0,1
04-Apr-20,TN,74,2,2
04-Apr-20,TR,0,0,0
04-Apr-20,TT,579,13,56
04-Apr-20,UN,0,0,0
04-Apr-20,UP,60,0,4
04-Apr-20,UT,6,0,0
04-Apr-20,WB,0,0,0
04-Jul-20,AN,3,0,12
04-Jul-20,AP,765,12,376
04-Jul-20,AR,7,0,1
04-Jul-20,AS,1202,0,416
04-Jul-20,BR,349,4,277
04-Jul-20,CH,5,0,2
04-Jul-20,CT,96,0,112
04-Jul-20,DD,0,0,0
04-Jul-20,DL,2505,81,2632
04-Jul-20,DN,37,0,9
04-Jul-20,GA,108,2,53
04-Jul-20,GJ,712,21,473
04-Jul-20,HP,13,1,25
04-Jul-20,HR,545,5,566
04-Jul-20,JH,42,3,34
04-Jul-20,JK,227,8,68
04-Jul-20,KA,1839,42,439
04-Jul-20,KL,240,0,209
04-Jul-20,LA,3,0,50
04-Jul-20,LD,0,0,0
04-Jul-20,MH,7074,295,3395
04-Jul-20,ML,8,0,0
04-Jul-20,MN,9,0,28
04-Jul-20,MP,307,5,185
04-Jul-20,MZ,2,0,3
04-Jul-20,NL,24,0,0
04-Jul-20,OR,495,6,229
04-Jul-20,PB,172,5,40
04-Jul-20,PY,80,1,21
04-Jul-20,RJ,480,7,359
04-Jul-20,SK,1,0,0
04-Jul-20,TG,1850,5,1342
04-Jul-20,TN,4280,65,2214
04-Jul-20,TR,25,0,3
04-Jul-20,TT,24018,611,14746
04-Jul-20,UN,-1032,0,0
04-Jul-20,UP,757,24,557
04-Jul-20,UT,45,0,21
04-Jul-20,WB,743,19,595
04-Jun-20,AN,0,0,0
04-Jun-20,AP,141,3,65
04-Jun-20,AR,5,0,0
04-Jun-20,AS,285,0,46
04-Jun-20,BR,126,3,95
04-Jun-20,CH,1,0,8
04-Jun-20,CT,147,0,36
04-Jun-20,DD,0,0,0
04-Jun-20,DL,1359,44,356
04-Jun-20,DN,3,0,0
04-Jun-20,GA,40,0,0
04-Jun-20,GJ,492,33,455
04-Jun-20,HP,24,0,29
04-Jun-20,HR,327,1,34
04-Jun-20,JH,63,1,69
04-Jun-20,JK,285,1,41
04-Jun-20,KA,257,4,106
04-Jun-20,KL,94,3,39
04-Jun-20,LA,4,0,0
04-Jun-20,LD,0,0,0
04-Jun-20,MH,2933,123,1352
04-Jun-20,ML,0,0,0
04-Jun-20,MN,16,0,0
04-Jun-20,MP,174,6,192
04-Jun-20,MZ,3,0,0
04-Jun-20,NL,22,0,0
04-Jun-20,OR,90,0,65
04-Jun-20,PB,39,0,14
04-Jun-20,PY,9,0,4
04-Jun-20,RJ,210,4,360
04-Jun-20,SK,0,0,0
04-Jun-20,TG,127,6,31
04-Jun-20,TN,1384,15,585
04-Jun-20,TR,24,0,0
04-Jun-20,TT,9847,274,4390
04-Jun-20,UN,360,0,0
04-Jun-20,UP,367,15,182
04-Jun-20,UT,68,2,38
04-Jun-20,WB,368,10,188
04-May-20,AN,0,0,0
04-May-20,AP,67,0,36
04-May-20,AR,0,0,0
04-May-20,AS,0,0,0
04-May-20,BR,11,0,3
04-May-20,CH,5,0,2
04-May-20,CT,1,0,0
04-May-20,DD,0,0,0
04-May-20,DL,349,0,69
04-May-20,DN,0,0,0
04-May-20,GA,0,0,0
04-May-20,GJ,376,29,153
04-May-20,HP,1,0,0
04-May-20,HR,75,1,9
04-May-20,JH,0,0,0
04-May-20,JK,25,0,16
04-May-20,KA,37,2,28
04-May-20,KL,0,0,61
04-May-20,LA,0,0,0
04-May-20,LD,0,0,0
04-May-20,MH,1567,35,350
04-May-20,ML,0,0,0
04-May-20,MN,0,0,0
04-May-20,MP,105,9,58
04-May-20,MZ,0,0,0
04-May-20,NL,0,0,0
04-May-20,OR,7,0,0
04-May-20,PB,130,2,11
04-May-20,PY,0,0,0
04-May-20,RJ,175,6,82
04-May-20,SK,0,0,0
04-May-20,TG,3,0,40
04-May-20,TN,527,1,30
04-May-20,TR,13,0,0
04-May-20,TT,3656,103,1082
04-May-20,UN,0,0,0
04-May-20,UP,121,7,48
04-May-20,UT,0,0,0
04-May-20,WB,61,11,86
05-Apr-20,AN,0,0,0
05-Apr-20,AP,64,0,3
05-Apr-20,AR,0,0,0
05-Apr-20,AS,0,0,0
05-Apr-20,BR,0,0,0
05-Apr-20,CH,0,0,2
05-Apr-20,CT,0,0,5
05-Apr-20,DD,0,0,0
05-Apr-20,DL,58,1,0
05-Apr-20,DN,0,0,0
05-Apr-20,GA,0,0,0
05-Apr-20,GJ,20,1,8
05-Apr-20,HP,1,0,0
05-Apr-20,HR,6,0,0
05-Apr-20,JH,1,0,0
05-Apr-20,JK,14,0,1
05-Apr-20,KA,7,0,1
05-Apr-20,KL,8,0,6
05-Apr-20,LA,0,0,0
05-Apr-20,LD,0,0,0
05-Apr-20,MH,112,13,4
05-Apr-20,ML,0,0,0
05-Apr-20,MN,0,0,0
05-Apr-20,MP,14,2,3
05-Apr-20,MZ,0,0,0
05-Apr-20,NL,0,0,0
05-Apr-20,OR,18,0,0
05-Apr-20,PB,3,2,1
05-Apr-20,PY,0,0,0
05-Apr-20,RJ,60,0,0
05-Apr-20,SK,0,0,0
05-Apr-20,TG,62,0,0
05-Apr-20,TN,86,2,0
05-Apr-20,TR,0,0,0
05-Apr-20,TT,609,22,43
05-Apr-20,UN,0,0,0
05-Apr-20,UP,44,1,0
05-Apr-20,UT,4,0,2
05-Apr-20,WB,27,0,7
05-Jul-20,AN,6,0,6
05-Jul-20,AP,998,14,414
05-Jul-20,AR,10,0,2
05-Jul-20,AS,735,0,690
05-Jul-20,BR,403,2,277
05-Jul-20,CH,7,0,0
05-Jul-20,CT,46,0,52
05-Jul-20,DD,0,0,0
05-Jul-20,DL,2244,63,3083
05-Jul-20,DN,32,0,17
05-Jul-20,GA,77,1,111
05-Jul-20,GJ,725,18,486
05-Jul-20,HP,17,0,28
05-Jul-20,HR,457,5,687
05-Jul-20,JH,68,1,10
05-Jul-20,JK,183,5,112
05-Jul-20,KA,1925,37,603
05-Jul-20,KL,225,0,126
05-Jul-20,LA,0,0,0
05-Jul-20,LD,0,0,0
05-Jul-20,MH,6555,151,3658
05-Jul-20,ML,2,0,0
05-Jul-20,MN,41,0,22
05-Jul-20,MP,326,10,177
05-Jul-20,MZ,22,0,3
05-Jul-20,NL,27,0,3
05-Jul-20,OR,469,3,290
05-Jul-20,PB,174,2,102
05-Jul-20,PY,42,0,43
05-Jul-20,RJ,632,9,288
05-Jul-20,SK,22,0,9
05-Jul-20,TG,1590,7,1166
05-Jul-20,TN,4150,60,2186
05-Jul-20,TR,23,0,4
05-Jul-20,TT,23942,421,15829
05-Jul-20,UN,-370,0,0
05-Jul-20,UP,1153,12,607
05-Jul-20,UT,31,0,22
05-Jul-20,WB,895,21,545
05-Jun-20,AN,0,0,0
05-Jun-20,AP,138,2,36
05-Jun-20,AR,4,0,0
05-Jun-20,AS,128,0,50
05-Jun-20,BR,146,1,113
05-Jun-20,CH,7,0,51
05-Jun-20,CT,90,0,25
05-Jun-20,DD,0,0,0
05-Jun-20,DL,1330,49,417
05-Jun-20,DN,0,0,0
05-Jun-20,GA,30,0,8
05-Jun-20,GJ,510,35,344
05-Jun-20,HP,10,0,10
05-Jun-20,HR,316,0,86
05-Jun-20,JH,95,1,69
05-Jun-20,JK,182,1,38
05-Jun-20,KA,515,0,83
05-Jun-20,KL,111,0,22
05-Jun-20,LA,3,0,0
05-Jun-20,LD,0,0,0
05-Jun-20,MH,2436,139,1466
05-Jun-20,ML,0,0,0
05-Jun-20,MN,8,0,0
05-Jun-20,MP,234,7,241
05-Jun-20,MZ,7,0,0
05-Jun-20,NL,27,0,0
05-Jun-20,OR,130,1,123
05-Jun-20,PB,46,1,26
05-Jun-20,PY,5,0,6
05-Jun-20,RJ,222,5,255
05-Jun-20,SK,1,0,0
05-Jun-20,TG,143,8,40
05-Jun-20,TN,1438,12,861
05-Jun-20,TR,48,0,0
05-Jun-20,TT,9472,286,4770
05-Jun-20,UN,127,0,0
05-Jun-20,UP,496,12,209
05-Jun-20,UT,62,1,47
05-Jun-20,WB,427,11,144
05-May-20,AN,0,0,0
05-May-20,AP,67,1,65
05-May-20,AR,0,0,0
05-May-20,AS,2,0,0
05-May-20,BR,7,0,31
05-May-20,CH,17,0,0
05-May-20,CT,1,0,0
05-May-20,DD,0,0,0
05-May-20,DL,206,0,37
05-May-20,DN,1,0,0
05-May-20,GA,0,0,0
05-May-20,GJ,441,49,186
05-May-20,HP,1,1,0
05-May-20,HR,31,0,2
05-May-20,JH,10,0,6
05-May-20,JK,15,0,17
05-May-20,KA,22,2,10
05-May-20,KL,3,0,0
05-May-20,LA,0,0,0
05-May-20,LD,0,0,0
05-May-20,MH,984,34,354
05-May-20,ML,0,0,0
05-May-20,MN,0,0,0
05-May-20,MP,107,11,144
05-May-20,MZ,0,0,1
05-May-20,NL,0,0,0
05-May-20,OR,8,1,0
05-May-20,PB,219,2,5
05-May-20,PY,0,0,0
05-May-20,RJ,97,12,87
05-May-20,SK,0,0,0
05-May-20,TG,11,0,43
05-May-20,TN,508,2,76
05-May-20,TR,13,0,0
05-May-20,TT,2971,128,1295
05-May-20,UN,0,0,0
05-May-20,UP,114,6,185
05-May-20,UT,1,0,0
05-May-20,WB,85,7,46
06-Apr-20,AN,0,0,0
06-Apr-20,AP,47,2,0
06-Apr-20,AR,0,0,0
06-Apr-20,AS,0,0,0
06-Apr-20,BR,0,0,6
06-Apr-20,CH,0,0,0
06-Apr-20,CT,0,0,0
06-Apr-20,DD,0,0,0
06-Apr-20,DL,22,0,0
06-Apr-20,DN,0,0,0
06-Apr-20,GA,0,0,0
06-Apr-20,GJ,18,1,1
06-Apr-20,HP,4,0,0
06-Apr-20,HR,20,2,0
06-Apr-20,JH,1,0,0
06-Apr-20,JK,3,0,0
06-Apr-20,KA,12,0,8
06-Apr-20,KL,13,0,3
06-Apr-20,LA,0,0,7
06-Apr-20,LD,0,0,0
06-Apr-20,MH,121,7,14
06-Apr-20,ML,0,0,0
06-Apr-20,MN,0,0,1
06-Apr-20,MP,63,2,8
06-Apr-20,MZ,0,0,0
06-Apr-20,NL,0,0,0
06-Apr-20,OR,1,0,0
06-Apr-20,PB,11,0,0
06-Apr-20,PY,0,0,0
06-Apr-20,RJ,35,1,0
06-Apr-20,SK,0,0,0
06-Apr-20,TG,30,0,12
06-Apr-20,TN,50,1,5
06-Apr-20,TR,1,0,0
06-Apr-20,TT,484,16,65
06-Apr-20,UN,0,0,0
06-Apr-20,UP,27,0,0
06-Apr-20,UT,5,0,0
06-Apr-20,WB,0,0,0
06-Jul-20,AN,16,0,2
06-Jul-20,AP,1322,7,498
06-Jul-20,AR,1,1,14
06-Jul-20,AS,786,0,508
06-Jul-20,BR,280,7,249
06-Jul-20,CH,21,0,6
06-Jul-20,CT,98,0,66
06-Jul-20,DD,0,0,0
06-Jul-20,DL,1379,48,749
06-Jul-20,DN,27,0,16
06-Jul-20,GA,52,0,125
06-Jul-20,GJ,735,17,423
06-Jul-20,HP,14,0,26
06-Jul-20,HR,499,11,391
06-Jul-20,JH,47,1,23
06-Jul-20,JK,246,6,63
